loan_amnt,int_rate,loan_status,model_scored
3600.0,6.62,1,0.9776566550848093
18000.0,9.91,1,0.9580133857590978
16000.0,12.69,0,0.7285228672597259
10000.0,18.64,0,0.6977376255734273
12375.0,9.91,1,0.8495404442771559
14000.0,17.27,1,0.7371637017513549
14000.0,14.27,1,0.8225030859283758
5500.0,14.27,1,0.7886773552109917
16000.0,12.69,1,0.9106382148977988
18500.0,7.9,1,0.9063539352952074
18000.0,9.91,1,0.9134441852881022
6000.0,7.9,0,0.938694467039169
5875.0,7.9,1,0.8747094581472784
28000.0,11.71,1,0.9312149666920438
10000.0,14.27,1,0.7618091641671393
20000.0,14.27,1,0.8258787975065207
9450.0,14.27,1,0.7634628491052335
19000.0,16.77,0,0.7430385111203648
18825.0,18.64,1,0.799264936716887
21650.0,12.69,1,0.8876223166737567
24000.0,21.67,0,0.7786855898684893
15000.0,11.71,1,0.9323619801127521
20000.0,18.64,1,0.701391711340128
6000.0,10.65,1,0.8671030219466483
7000.0,10.65,1,0.9080212771311786
6000.0,10.65,1,0.8933656965807603
13650.0,10.65,1,0.8686134783340332
8875.0,10.65,1,0.8034729422856426
18800.0,21.28,0,0.6599839778380189
12000.0,18.25,1,0.6562178759579921
22500.0,20.89,1,0.6095165715101906
18000.0,14.65,1,0.7379521031423332
22000.0,17.27,1,0.7686257066807217
6000.0,13.49,1,0.8314605961314959
5850.0,14.65,1,0.8091623160889493
17000.0,18.64,1,0.7052199478313363
4750.0,8.9,1,0.9404965791389773
18200.0,11.71,0,0.8204621259530225
4400.0,11.71,1,0.8520524721999233
8800.0,20.3,1,0.8289961334537422
16000.0,11.71,1,0.8796401676968814
34000.0,17.58,1,0.7570120056091336
16000.0,13.49,1,0.8432234108804709
5200.0,14.65,1,0.7828939524647558
6000.0,13.49,1,0.8383543925636996
12000.0,9.91,1,0.9166510594416433
10200.0,6.03,1,0.9770708479114805
17000.0,12.42,1,0.884370667030749
16400.0,15.96,1,0.8225893537361709
12000.0,12.69,1,0.9107987287189278
17500.0,10.65,0,0.8516671643107477
16000.0,19.91,1,0.6657910347211835
14000.0,8.9,1,0.9521843973792576
8000.0,12.42,1,0.8388257266935265
25000.0,13.49,1,0.7795330762915073
10000.0,11.71,1,0.8109072434295326
10000.0,12.42,1,0.8350456049765685
6000.0,8.9,1,0.9357847946708463
35000.0,20.89,1,0.6293447368931362
20000.0,18.25,1,0.7960285269138018
25000.0,16.77,0,0.7605204485281706
20000.0,14.65,1,0.8524089631758023
18000.0,15.27,1,0.7823161219511475
7175.0,7.9,0,0.9597446818590349
15000.0,12.69,1,0.9289663838666262
22500.0,12.69,1,0.7978294618332434
12000.0,12.69,1,0.8409756471658025
35000.0,18.64,1,0.8358693752977128
12500.0,11.71,1,0.9160569684500162
15000.0,13.49,1,0.8629455646146696
6000.0,12.42,1,0.858385626211724
10000.0,15.96,1,0.8061691932004021
12950.0,10.65,1,0.8343779614443543
8000.0,6.62,0,0.9204787699732814
24000.0,20.3,1,0.8377042074695664
15000.0,7.9,1,0.9312223106129741
1200.0,7.9,1,0.9296231190404498
12000.0,13.49,1,0.8000270942341773
15000.0,12.69,1,0.9199804803358561
14750.0,16.77,1,0.7669837488268777
2500.0,12.69,1,0.8366215462835748
14000.0,13.49,0,0.7616102090773398
14000.0,14.65,1,0.8391818450623655
4800.0,18.25,1,0.702564410932133
12875.0,7.9,1,0.95575996827883
22000.0,17.58,1,0.7560104942574849
12000.0,16.29,1,0.7764565372573549
12000.0,14.65,1,0.8353711219752699
2000.0,6.03,1,0.9317002922400444
6900.0,12.42,1,0.8127256287600341
2400.0,10.65,0,0.8799595346923529
2400.0,9.91,0,0.9382619220287925
3000.0,13.49,1,0.8946800513021881
12250.0,15.27,1,0.7182935501029316
7000.0,7.9,1,0.9331658998889046
15000.0,18.25,1,0.765413746402518
20250.0,15.27,1,0.7801993865806371
14000.0,9.91,1,0.9175183176179297
8400.0,14.65,1,0.7539450016113548
20000.0,11.71,1,0.854230669105117
13250.0,13.49,1,0.8000065026664825
15000.0,12.42,1,0.9149868064029112
35000.0,17.27,1,0.6617588242590969
11000.0,12.42,1,0.9327428587575518
35000.0,12.69,1,0.8910110817770887
6000.0,10.65,1,0.8457944391570076
15000.0,7.51,1,0.9402760061237896
19000.0,17.58,0,0.7808252640692769
10000.0,13.49,0,0.866187285878733
17200.0,20.89,1,0.6676436552292099
10400.0,16.77,1,0.7671830997809651
3600.0,12.42,1,0.8264846350444919
35000.0,22.35,1,0.8464632374249461
8575.0,15.27,1,0.7335883087000027
10000.0,9.91,1,0.8995452113402347
12000.0,18.64,1,0.7401072496695116
10000.0,8.9,1,0.9727562738653993
12600.0,14.27,1,0.8410026397155153
5000.0,9.91,1,0.8691029238085385
6000.0,14.27,1,0.8586890760653458
7500.0,14.27,1,0.8354347543488304
8000.0,7.9,1,0.9805884073395892
3000.0,8.9,1,0.9622727283814037
5000.0,14.27,0,0.8216045736790646
6000.0,6.62,1,0.9608900717537198
4000.0,11.71,1,0.8446669416939413
6000.0,11.71,0,0.7270668846366499
10000.0,18.25,1,0.7399289651083631
20000.0,7.9,1,0.9452719276528272
30000.0,20.3,0,0.8338327008108695
9600.0,17.27,0,0.737367196500229
14000.0,17.58,1,0.7837052454849184
11000.0,7.51,1,0.6813866621344307
6000.0,8.9,1,0.9262254553629904
9400.0,15.27,1,0.7186867924219624
3500.0,7.9,1,0.9606908509967048
7500.0,6.62,1,0.8975378704812775
18825.0,13.49,1,0.807856531371197
31300.0,20.3,1,0.7473377405075756
22000.0,13.49,1,0.9174494878805193
8000.0,14.27,1,0.8188032114622179
27600.0,10.65,1,0.8580723058235579
5000.0,13.49,1,0.786784585498702
12000.0,19.03,0,0.7227818823683207
20000.0,11.71,1,0.8959989905240677
5375.0,18.25,1,0.6468036473772077
7500.0,7.9,1,0.981176400778018
7000.0,8.9,1,0.9253090689850986
20000.0,15.96,1,0.7684406654821234
24000.0,18.25,0,0.7962420163797839
10275.0,6.62,0,0.878263256659052
24250.0,18.64,1,0.7221723934985365
12000.0,7.9,1,0.9502823615027909
13200.0,12.69,1,0.8397648243008237
20400.0,11.71,1,0.9060398411566851
5600.0,7.51,1,0.9450461165332836
35000.0,15.96,0,0.8332219087251215
4000.0,14.27,1,0.8220145218179794
14000.0,19.91,1,0.6193430536156612
15850.0,17.27,0,0.6969906430116691
35000.0,12.42,0,0.8911761565374234
3000.0,7.9,1,0.9464044441555233
12000.0,19.03,0,0.7170321170566047
10000.0,6.03,1,0.986126626659255
6500.0,12.42,1,0.9329144669852759
4000.0,11.71,1,0.8402498321656909
15000.0,7.9,1,0.9809030478743725
24000.0,12.69,0,0.8891137361645924
24250.0,24.11,1,0.7348391090473276
15000.0,13.49,1,0.7999899932653552
28100.0,17.58,1,0.729951574735188
20000.0,14.27,1,0.8927615413507178
30000.0,19.91,1,0.7508714112550589
21000.0,12.42,1,0.8639144476933548
6250.0,12.69,1,0.7244961094775701
12000.0,11.71,1,0.9273232316722515
16800.0,12.42,1,0.917802125373843
30000.0,18.64,1,0.844509452275015
6000.0,16.77,1,0.8040171155005137
18000.0,13.49,1,0.8300284696615424
13975.0,8.9,1,0.9308280966254588
24000.0,7.9,1,0.9628501558986508
6000.0,12.42,1,0.8303326727451559
16000.0,17.27,1,0.7475732090717299
18000.0,11.71,1,0.7874422880186958
30000.0,19.42,1,0.7410911189189979
16000.0,13.49,1,0.828104845421036
12000.0,16.29,0,0.8378459691606598
5000.0,9.91,1,0.8677803974895433
12000.0,17.27,1,0.8036463211807456
3200.0,12.69,1,0.8732925274023151
6000.0,12.42,0,0.850837234494137
3100.0,11.71,1,0.7490147945583342
5000.0,9.91,1,0.8675809105645972
21000.0,15.27,1,0.803114801648516
3975.0,17.58,1,0.7578022302185972
35000.0,12.69,1,0.9133494016589986
25450.0,21.28,1,0.7031177837360933
21000.0,11.71,1,0.8409531202151894
25000.0,22.06,0,0.5355732748541375
12000.0,14.27,0,0.8209777813829858
25000.0,18.25,1,0.7707816207131174
11100.0,15.96,1,0.8009601284750215
23000.0,18.64,1,0.747864651409062
5000.0,12.69,0,0.9086962268278633
12000.0,12.42,0,0.8269741430143367
35000.0,21.28,0,0.7705140843531139
5500.0,7.51,1,0.9443055943652007
3000.0,10.65,1,0.8763960993793422
20000.0,15.27,1,0.8376682473874356
9000.0,16.77,1,0.7992419108766798
9000.0,8.9,1,0.9254323854093305
6000.0,7.9,1,0.9292576620296293
6475.0,9.91,1,0.8399482560337439
25000.0,6.62,1,0.988982610130059
16000.0,22.35,0,0.7583222838697975
6000.0,6.03,1,0.985254967032798
29000.0,12.69,1,0.9217526194241792
15000.0,10.65,1,0.9077488506164763
10075.0,16.29,1,0.8228849774611544
19400.0,20.3,0,0.6757365920706057
20000.0,13.49,1,0.8559762517348036
27000.0,12.42,1,0.8585147545059859
30000.0,13.49,1,0.8884057459403781
12000.0,14.27,1,0.8310677914970275
10000.0,6.62,1,0.9906778151403812
14000.0,12.69,1,0.8506670591298321
1500.0,14.65,1,0.8268231122878468
12250.0,11.71,1,0.7943388987251009
4200.0,16.77,1,0.6536465460993859
2400.0,12.69,1,0.8566242639863563
10000.0,11.71,1,0.8437194199617452
22000.0,18.25,1,0.7779169598325729
9000.0,16.29,1,0.7844331566933358
10000.0,13.49,1,0.8452613675228489
15000.0,14.27,0,0.8434165007986462
15000.0,15.27,1,0.8032293650520942
6000.0,6.62,1,0.9184464395567128
12000.0,6.62,1,0.9629711599164097
8000.0,10.65,0,0.828698523892098
23000.0,6.62,1,0.9838392696205609
17000.0,19.03,0,0.7090973646317045
28625.0,22.35,0,0.6834469018118982
5800.0,17.58,0,0.6978902945720974
11000.0,9.91,1,0.9411986467933692
9000.0,16.77,1,0.7971489722572423
2000.0,10.65,1,0.7412119632643928
12500.0,16.77,0,0.7846527322424536
15000.0,16.77,1,0.8771228230404692
12000.0,14.65,1,0.8151568914879066
17625.0,12.69,1,0.7664299234889485
29100.0,10.65,1,0.9234574099862215
7000.0,14.27,0,0.8181732263323356
5000.0,12.42,1,0.922275790379939
18000.0,18.64,1,0.7302534611933684
2000.0,13.49,1,0.8712177847124412
5500.0,11.71,1,0.8832669682992506
10000.0,7.51,0,0.929950784828814
18000.0,7.9,0,0.9774693009750721
15000.0,15.96,1,0.7830250750316335
4500.0,12.42,1,0.7886465528710741
24000.0,10.65,1,0.845411360999599
35000.0,10.65,1,0.9364395871362033
25475.0,16.29,1,0.8153235096273752
22250.0,21.28,0,0.5985019699327946
8000.0,10.65,1,0.8834094773074138
6000.0,7.9,1,0.9267728653975192
10000.0,11.71,1,0.8454444394657836
24000.0,18.64,0,0.8112489738643287
20000.0,17.58,1,0.5650830906429852
14850.0,8.9,1,0.9039395976331273
15000.0,18.25,0,0.7566553718083174
15000.0,15.96,1,0.7172990149081784
13000.0,17.27,1,0.762980106799296
10000.0,8.9,1,0.9450578346684276
6000.0,8.9,1,0.8353502135394277
18000.0,7.9,0,0.9492054382898762
3000.0,11.71,1,0.8371105659246691
7500.0,17.58,1,0.7562206607629329
5000.0,14.65,1,0.7509778722476338
12000.0,10.65,1,0.8668978961181231
10200.0,6.62,1,0.9644618852424077
14000.0,8.9,1,0.9733046113459723
12000.0,12.42,1,0.8439158474034781
7500.0,12.69,0,0.8523847017717272
1800.0,7.51,1,0.9583516372350743
8000.0,19.03,0,0.8611842636668884
6250.0,7.9,1,0.9209030486565605
20000.0,12.69,1,0.934316983839347
3775.0,15.27,1,0.7679013110613683
16750.0,12.42,1,0.6888640874621659
7750.0,7.51,1,0.9576366616905118
9800.0,12.69,1,0.9051370380860404
13200.0,17.58,1,0.7729663903537669
12000.0,6.03,1,0.9805041131559292
16000.0,15.27,1,0.6656937034364018
16250.0,12.42,0,0.8569697255239606
6000.0,8.9,1,0.9729686118377275
10000.0,7.51,1,0.9582034388515731
12000.0,12.69,1,0.8257162095143697
13200.0,12.42,1,0.845065373978815
18000.0,13.49,1,0.8620336725280965
18000.0,17.27,0,0.786543007639652
10800.0,6.03,1,0.9780407974254036
20000.0,9.91,1,0.9235955980339899
19075.0,20.89,1,0.5869208466918902
1200.0,12.42,1,0.8211187963983431
10000.0,10.65,1,0.8889958408101574
8000.0,18.25,1,0.7354406205375759
12000.0,16.29,1,0.846889369505596
12000.0,15.27,0,0.7943961114429052
15000.0,14.27,1,0.8248589431219814
18000.0,12.42,1,0.9342551187431232
16500.0,11.71,0,0.8223443271740378
12000.0,7.51,1,0.9578848580577519
20000.0,12.69,1,0.916037440223534
15000.0,13.49,1,0.7954818043413824
12000.0,11.71,1,0.827947515261721
24000.0,12.69,1,0.9045901321758336
3000.0,6.03,1,0.9829878533233014
10000.0,12.42,1,0.9067075692914485
12000.0,7.51,1,0.9790044010191221
4800.0,7.9,1,0.9602639541144585
25000.0,7.9,1,0.9692067346074312
14000.0,13.49,1,0.8657980039405758
12800.0,13.49,1,0.8589698868314385
8000.0,7.51,0,0.9540723991703366
21500.0,19.03,0,0.8044901772032879
15000.0,14.65,1,0.7433001547057951
19800.0,11.71,1,0.9101097202563546
4800.0,8.9,1,0.9355367767335485
10000.0,12.69,1,0.8612326160376879
25000.0,11.71,1,0.8670231304142915
20000.0,12.42,1,0.8880149153126831
21000.0,20.89,0,0.6556361715447095
5575.0,6.62,1,0.9371615024935429
30000.0,12.42,1,0.8826377070347518
1450.0,14.27,1,0.8055777884277865
22000.0,17.27,1,0.8069553231522578
10000.0,11.71,1,0.8978915194925163
7750.0,14.27,0,0.8232868255460386
20000.0,15.27,1,0.8200956258087819
10150.0,7.51,1,0.926545576905226
10000.0,6.03,1,0.966263078158805
18825.0,22.06,0,0.5131242526501644
10000.0,7.51,0,0.9717326607073355
20000.0,17.27,1,0.7497971297932028
12000.0,12.42,1,0.936778253675824
20450.0,18.64,0,0.7582669587899443
24000.0,12.69,1,0.9218571249418449
6400.0,7.51,1,0.9537530545139075
8000.0,6.62,1,0.9707349151439029
15000.0,12.42,1,0.9167637692493339
2100.0,17.27,1,0.7819089184363647
16600.0,15.96,1,0.5741881807743812
18000.0,19.03,0,0.7742175997817292
15000.0,12.42,1,0.8478029830911794
10000.0,9.91,1,0.9589532203756271
6000.0,12.69,1,0.8474106608365348
16000.0,15.96,1,0.793459433380676
12000.0,19.03,1,0.7522992928863542
20000.0,19.42,1,0.664900747882581
20000.0,13.49,1,0.923017315122641
6925.0,11.71,1,0.8350397378669091
12800.0,13.49,1,0.9312673294529966
15000.0,15.27,0,0.8021178433446973
8000.0,12.69,1,0.8508358253453717
6000.0,15.27,0,0.8276321766880274
6625.0,12.69,0,0.8228350163446736
12000.0,7.9,1,0.9674254489837192
13000.0,8.9,1,0.9264234768820103
9000.0,16.77,1,0.8699043942196963
13000.0,6.03,1,0.9792764488821731
14000.0,10.65,1,0.9261528275281244
5000.0,6.62,1,0.978159855199387
19750.0,16.77,1,0.7491919697972116
15000.0,18.64,0,0.629894492247755
12000.0,6.62,1,0.9764854645857693
9000.0,7.51,1,0.92375225154
10000.0,14.27,1,0.8368367098028395
7000.0,8.9,1,0.8244501676415907
26000.0,19.03,0,0.7819129160980447
35000.0,13.49,0,0.8544265014359841
14400.0,14.65,1,0.6340224171539962
20000.0,11.71,1,0.855705358862509
20000.0,10.65,1,0.9204498341293536
6000.0,12.69,1,0.8982576590588508
12000.0,13.49,1,0.8382572783264755
21000.0,21.28,1,0.8413290937684389
16000.0,14.27,1,0.8959220120984894
1200.0,18.25,0,0.664389334144036
12775.0,9.91,1,0.896754568254077
5000.0,17.58,1,0.705219661896414
15000.0,19.91,1,0.6020840926067006
24000.0,18.64,1,0.812631303503123
12000.0,16.29,1,0.8383211516168056
12500.0,10.65,1,0.933513792082414
12000.0,8.9,0,0.9713348809081352
3500.0,8.9,1,0.8973388347223895
10000.0,15.96,0,0.6506904481288648
13000.0,7.9,1,0.9552644770704981
26300.0,23.13,0,0.6795324732384711
28000.0,7.9,1,0.9839714100091886
5000.0,9.91,1,0.9289518901200248
2400.0,9.91,1,0.9187491371354168
25000.0,19.03,0,0.7624028044642098
12000.0,10.65,1,0.8022631562502233
15000.0,15.96,1,0.8192486132531305
9000.0,12.69,1,0.8566355162315943
19600.0,9.91,1,0.8975859194436008
10000.0,14.27,1,0.8794398005669205
20000.0,18.25,0,0.678429379054302
9750.0,17.27,0,0.6638794389462424
12000.0,14.27,1,0.9171103057965628
28000.0,12.69,1,0.8983198387124598
6000.0,14.27,1,0.9151105952445495
16000.0,6.03,1,0.9853637258049408
3000.0,12.42,1,0.8262050756657271
15850.0,13.49,1,0.5643774753816324
12000.0,13.49,1,0.851903010285065
1800.0,12.69,0,0.8252259802508747
16000.0,14.27,0,0.5400928744458157
12250.0,14.27,1,0.8275055186756057
29100.0,20.3,0,0.7618661164147842
29100.0,18.64,1,0.7525133958873066
6000.0,7.51,1,0.9243303590256302
14000.0,14.27,1,0.9211066663539293
18000.0,20.3,1,0.5977382306245836
10000.0,16.77,1,0.7845016901961427
20000.0,18.25,0,0.8187251474400303
